Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Offensive Index,Passing Index,Possession Index,Defensive Index
Andrey Santos,BRA,"Nott'ham Forest, Strasbourg","English Premier League, French Ligue 1",CM,Midfielder,20,839,1,62,48,43,78
Andri Rafn Yeoman,ISL,Breiðablik,UEFA Europa Conference League,LB,Defender,31,277,1,46,51,38,41
Andrija Balić,CRO,Zrinjski Mostar,UEFA Europa Conference League,CM,Midfielder,26,53,1,33,12,7,46
Andrija Živković,SRB,PAOK,UEFA Europa Conference League,RW,Forward,27,652,1,65,66,59,80
Andros Townsend,ENG,Luton Town,English Premier League,AM,Forward,32,1210,1,44,66,61,52
András Schäfer,HUN,Union Berlin,German Bundesliga,CM,Midfielder,25,1214,1,58,59,79,66
André Ayew,GHA,Le Havre,French Ligue 1,AM,Forward,34,1104,1,67,32,41,70
André Castro,POR,Braga,UEFA Champions League,DM,Midfielder,35,5,1,74,12,7,29
André Franco,POR,Porto,UEFA Champions League,RM,Forward,25,236,1,32,77,28,71
André Gomes,POR,Everton,English Premier League,AM,Forward,30,508,1,57,55,39,49
André Horta,POR,"Braga, Olympiacos","UEFA Champions League, UEFA Europa Conference League",AM,Forward,27,403,1,43,82,79,61
André Ramalho,BRA,PSV Eindhoven,UEFA Champions League,CB,Defender,31,423,1,28,24,15,64
André Silva,POR,Real Sociedad,"Spanish La Liga, UEFA Champions League",AM,Forward,28,821,1,44,21,30,45
Andrés Andrade Cedeño,PAN,LASK,UEFA Europa League,CB,Defender,25,465,1,26,30,31,66
Andrés Guardado,MEX,Betis,"Spanish La Liga, UEFA Europa League",DM,Midfielder,37,721,1,36,63,49,68
Andy Diouf,FRA,Lens,"French Ligue 1, UEFA Champions League, UEFA Europa League",CM,Midfielder,20,1433,1,64,65,85,48
Andy Pelmard,FRA,Clermont Foot,French Ligue 1,CB,Defender,24,2989,1,33,45,52,59
Anel Ahmedhodžić,BIH,Sheffield Utd,English Premier League,CB,Defender,25,2649,1,52,31,43,62
Angel Gomes,ENG,Lille,"French Ligue 1, UEFA Europa Conference League",DM,Midfielder,23,3054,1,58,89,68,27
Angeliño,ESP,"Galatasaray, Roma","Italian Serie A, UEFA Champions League, UEFA Europa League",LB,Defender,27,1698,1,53,81,64,47
Angelo Fulgini,FRA,Lens,"French Ligue 1, UEFA Champions League, UEFA Europa League",AM,Forward,27,1725,1,50,79,60,75
Angelo Ogbonna,ITA,West Ham,"English Premier League, UEFA Europa League",CB,Defender,35,861,1,26,20,29,42
Angelo Stiller,GER,"Hoffenheim, Stuttgart",German Bundesliga,CM,Midfielder,23,2778,1,55,82,58,57
Angus MacDonald,ENG,Aberdeen,UEFA Europa Conference League,CB,Defender,31,180,1,73,17,10,49
Anis Ben Slimane,TUN,Sheffield Utd,English Premier League,CM,Midfielder,23,419,1,43,28,47,55
Anouar Ait El Hadj,BEL,Genk,UEFA Europa Conference League,LW,Forward,21,17,1,48,34,7,51
Ansgar Knauff,GER,Eint Frankfurt,"German Bundesliga, UEFA Europa Conference League",AM,Forward,22,2449,1,56,58,65,73
Ansu Fati,ESP,"Barcelona, Brighton","English Premier League, Spanish La Liga, UEFA Europa League",AM,Forward,21,936,1,67,62,64,43
Antal Yaakobishvili,HUN,Girona,Spanish La Liga,CB,Defender,19,61,1,43,51,9,82
Ante Budimir,CRO,Osasuna,Spanish La Liga,AM,Forward,32,2435,1,70,40,22,64
Ante Crnac,CRO,Raków,UEFA Europa League,AM,Forward,19,291,1,24,39,35,58
Ante Rebić,CRO,Beşiktaş,UEFA Europa Conference League,LW,Forward,30,102,1,33,51,68,20
Anthony Baron,GLP,Servette FC,"UEFA Europa Conference League, UEFA Europa League",LB,Defender,31,142,1,51,77,83,36
Anthony Caci,FRA,Mainz 05,German Bundesliga,WB,Midfielder,26,2486,1,63,73,56,53
Anthony Elanga,SWE,Nott'ham Forest,English Premier League,RW,Forward,22,2433,1,49,62,65,56
Anthony Gordon,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",LW,Forward,23,3327,1,69,71,72,58
Anthony Jung,GER,Werder Bremen,German Bundesliga,CB,Defender,32,2579,1,56,48,48,47
Anthony Losilla,FRA,Bochum,German Bundesliga,CM,Midfielder,38,2576,1,42,38,25,66
Anthony Lozano,HON,"Almería, Getafe",Spanish La Liga,AM,Forward,31,864,1,50,31,26,60
Anthony Martial,FRA,Manchester Utd,"English Premier League, UEFA Champions League",AM,Forward,28,498,1,45,47,45,40
Anthony Olusanya,FIN,HJK,UEFA Europa Conference League,AM,Forward,23,35,1,51,81,40,47
Anthony Oyono,GAB,Frosinone,Italian Serie A,RB,Defender,22,1198,1,52,59,76,63
Anthony Rouault,FRA,Stuttgart,German Bundesliga,CB,Defender,22,1010,1,51,79,43,48
Anthony Valencia,ECU,Antwerp,UEFA Champions League,LM,Forward,20,38,1,22,17,37,11
Anto Grgić,SUI,Lugano,UEFA Europa Conference League,CM,Midfielder,26,239,1,39,50,14,47
Antoine Griezmann,FRA,Atlético Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,33,3462,1,80,79,50,58
Antoine Joujou,FRA,Le Havre,French Ligue 1,LM,Forward,21,779,1,36,59,78,74
Antoine Makoumbou,CGO,Cagliari,Italian Serie A,CM,Midfielder,25,2702,1,49,36,45,33
Antoine Mendy,SEN,Nice,French Ligue 1,RB,Defender,19,418,1,49,47,52,51
Antoine Semenyo,GHA,Bournemouth,English Premier League,RW,Forward,24,2105,1,75,58,76,63
Anton Bol,UKR,Zorya Luhansk,UEFA Europa Conference League,CB,Defender,20,286,1,45,62,39,56
Anton Gaaei,DEN,Ajax,"UEFA Europa Conference League, UEFA Europa League",RB,Defender,21,447,1,36,47,79,34
Anton Logi Lúðvíksson,ISL,Breiðablik,UEFA Europa Conference League,CM,Defender,20,524,1,33,52,54,27
Anton Nedyalkov,BUL,Ludogorets,UEFA Europa Conference League,LB,Defender,30,270,1,66,80,71,71
Anton Stach,GER,"Hoffenheim, Mainz 05",German Bundesliga,AM,Forward,25,2491,1,42,59,41,88
Antonee Robinson,USA,Fulham,English Premier League,LB,Defender,26,3265,1,55,81,83,68
Antoni Milambo,NED,Feyenoord,"UEFA Champions League, UEFA Europa League",AM,Defender,18,50,1,53,70,82,18
Antonin Cartillier,FRA,Monaco,French Ligue 1,WB,Midfielder,19,8,1,27,12,56,9
Antonino Gallo,ITA,Lecce,Italian Serie A,LB,Defender,24,2490,1,51,85,80,45
Antonio Blanco,ESP,Alavés,Spanish La Liga,DM,Midfielder,23,2426,1,31,49,36,59
Antonio Candreva,ITA,Salernitana,Italian Serie A,AM,Forward,37,2750,1,60,77,48,35
Antonio Ivancic,CRO,Zrinjski Mostar,UEFA Europa Conference League,CM,Midfielder,28,483,1,35,41,28,46
Antonio Marin,CRO,Dinamo Zagreb,UEFA Europa Conference League,LB,Forward,22,32,1,99,87,69,75
Antonio Nusa,NOR,Club Brugge,UEFA Europa Conference League,LW,Forward,19,223,1,82,63,93,39
Antonio Puertas,ESP,Granada,Spanish La Liga,AM,Forward,32,730,1,30,56,60,71
Antonio Raillo,ESP,Mallorca,Spanish La Liga,CB,Defender,32,2195,1,80,52,40,72
Antonio Rüdiger,GER,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,31,3749,1,45,55,29,43
Antonio Sanabria,PAR,Torino,Italian Serie A,AM,Forward,28,2133,1,34,33,28,63
Antonio Sánchez,ESP,Mallorca,Spanish La Liga,RM,Midfielder,27,1452,1,75,56,67,29
Antonio Tikvić,CRO,Udinese,Italian Serie A,WB,Midfielder,19,1,1,27,12,7,6
Antonios Papadopoulos,GER,Dortmund,German Bundesliga,CB,Defender,24,117,1,40,17,10,86
Antony,BRA,Manchester Utd,"English Premier League, UEFA Champions League",RW,Forward,24,1556,1,47,69,75,67
Antonín Barák,CZE,Fiorentina,"Italian Serie A, UEFA Europa Conference League",AM,Forward,29,1256,1,73,67,48,52
Antwoine Hackford,ENG,Sheffield Utd,English Premier League,AM,Forward,19,13,1,22,13,20,11
António Silva,POR,Benfica,"UEFA Champions League, UEFA Europa League",CB,Defender,20,847,1,33,31,56,49
Anwar El Ghazi,NED,Mainz 05,German Bundesliga,AM,Forward,28,54,1,33,48,75,11
Apostolos Apostolopoulos,GRE,Olympiacos,UEFA Europa Conference League,LB,Defender,21,14,1,29,16,67,38
Ar'jany Martha,NED,Ajax,UEFA Europa League,AM,Defender,20,59,1,53,85,32,26
Arb Manaj,KVX,KF Ballkani Therandë,UEFA Europa Conference League,CM,Defender,25,33,1,38,16,18,31
Arbnor Muja,ALB,Antwerp,UEFA Champions League,RW,Forward,24,357,1,61,32,73,32
Arbër Hoxha,ALB,Dinamo Zagreb,UEFA Europa Conference League,LW,Forward,25,271,1,62,59,80,46
Arbër Potoku,KVX,KF Ballkani Therandë,UEFA Europa Conference League,WB,Midfielder,29,142,1,43,37,24,53
Archie Brown,ENG,Gent,UEFA Europa Conference League,LB,Defender,21,475,1,60,83,88,42
Arda Güler,TUR,Real Madrid,Spanish La Liga,RW,Forward,19,377,1,92,59,71,56
Ardian Ismajli,ALB,Empoli,Italian Serie A,CB,Defender,27,2045,1,31,36,22,56
Aridane Hernández,ESP,Rayo Vallecano,Spanish La Liga,CB,Defender,35,1690,1,28,19,16,41
Arijon Ibrahimović,GER,Frosinone,Italian Serie A,LW,Forward,18,474,1,59,72,57,58
Aritz Elustondo,ESP,Real Sociedad,"Spanish La Liga, UEFA Champions League",RB,Defender,30,984,1,42,44,49,59
Arkadiusz Milik,POL,Juventus,Italian Serie A,AM,Forward,30,919,1,64,49,33,62
Armand Lauriente,FRA,Sassuolo,Italian Serie A,LW,Forward,25,2908,1,54,64,78,47
Armando Broja,ALB,"Chelsea, Fulham",English Premier League,AM,Forward,22,542,1,31,38,58,32
Armando Izzo,ITA,Monza,Italian Serie A,CB,Defender,32,1650,1,38,55,30,49
Armando Obispo,NED,PSV Eindhoven,UEFA Champions League,CB,Defender,24,91,1,35,34,38,44
Armel Bella Kotchap,GER,PSV Eindhoven,UEFA Champions League,CB,Defender,21,84,1,40,19,9,49
Armel Junior Zohouri,CIV,Sheriff Tiraspol,UEFA Europa League,RB,Defender,22,414,1,41,34,61,62
Armend Thaqi,KVX,KF Ballkani Therandë,UEFA Europa Conference League,RB,Defender,31,451,1,48,79,73,40
Arnau Martinez,ESP,Girona,Spanish La Liga,RB,Defender,21,1241,1,41,82,61,40
Arnau Puigmal,ESP,Almería,Spanish La Liga,AM,Forward,22,255,1,25,48,34,47
Arnaud Kalimuendo,FRA,Rennes,"French Ligue 1, UEFA Europa League",AM,Forward,22,2442,1,68,45,37,38
Arnaud Nordin,FRA,Montpellier,French Ligue 1,RW,Forward,25,1246,1,73,69,86,48
Arnaut Danjuma,NED,Everton,English Premier League,LM,Midfielder,26,595,1,64,32,80,26
Arne Engels,BEL,Augsburg,German Bundesliga,RM,Midfielder,20,1405,1,80,63,53,48
Arne Maier,GER,Augsburg,German Bundesliga,LM,Midfielder,25,1003,1,86,90,69,40
Arnór Sveinn Aðalsteinsson,ISL,Breiðablik,UEFA Europa Conference League,LM,Midfielder,37,9,1,13,12,7,24
Aron Dønnum,NOR,Toulouse,"French Ligue 1, UEFA Europa League",RW,Forward,26,2214,1,40,71,71,54
Arouna Sangante,SEN,Le Havre,French Ligue 1,CB,Defender,22,2687,1,40,50,52,62
Arsen Zakharyan,RUS,Real Sociedad,"Spanish La Liga, UEFA Champions League",LM,Midfielder,20,1447,1,61,70,68,39
Arsenii Batahov,UKR,Zorya Luhansk,UEFA Europa Conference League,CB,Defender,21,360,1,57,83,44,53
Artem Bondarenko,UKR,Shakhtar,"UEFA Champions League, UEFA Europa League",CM,Midfielder,23,393,1,30,26,20,56
Artem Dovbyk,UKR,Girona,Spanish La Liga,AM,Forward,26,2587,1,67,50,28,41
Arthur,BRA,Leverkusen,German Bundesliga,WB,Midfielder,21,184,1,54,81,85,57
Arthur Atta,FRA,Metz,French Ligue 1,CM,Midfielder,21,924,1,69,62,56,60
Arthur Cabral,BRA,Benfica,"UEFA Champions League, UEFA Europa League",AM,Forward,25,334,1,52,36,19,62
Arthur Masuaku,COD,Beşiktaş,UEFA Europa Conference League,LB,Defender,29,270,1,49,77,84,61
Arthur Melo,BRA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",DM,Midfielder,27,2504,1,66,69,48,56
Arthur Theate,BEL,Rennes,"French Ligue 1, UEFA Europa League",CB,Defender,23,2937,1,56,55,61,50
Arthur Vermeeren,BEL,"Antwerp, Atlético Madrid","Spanish La Liga, UEFA Champions League",CM,Midfielder,19,702,1,71,56,43,50
Artur Jędrzejczyk,POL,Legia Warsaw,UEFA Europa Conference League,CB,Defender,36,377,1,26,27,27,44
Asaf Arania,ISR,Darmstadt 98,German Bundesliga,CM,Midfielder,18,6,1,27,12,52,6
Asger Sørensen,DEN,Sparta Prague,UEFA Europa League,CB,Defender,27,647,1,27,26,21,39
Ashley Young,ENG,Everton,English Premier League,RB,Defender,38,2280,1,45,60,63,50
Asier Osambela,ESP,Osasuna,Spanish La Liga,LM,Midfielder,20,9,1,33,16,26,66
Asier Villalibre,ESP,Athletic Club,Spanish La Liga,AM,Forward,26,513,1,68,56,34,53
Aslak Witry,NOR,Ludogorets,UEFA Europa Conference League,RB,Defender,27,715,1,43,86,71,57
Assane Diao,SEN,Betis,"Spanish La Liga, UEFA Europa Conference League, UEFA Europa League",RW,Forward,18,1390,1,39,50,67,68
Aster Vranckx,BEL,Wolfsburg,German Bundesliga,CM,Midfielder,21,1153,1,35,30,34,64
Atakan Karazor,NAN,Stuttgart,German Bundesliga,DM,Midfielder,27,2623,1,32,61,30,68
Atomu Tanaka,JPN,HJK,UEFA Europa Conference League,AM,Forward,36,43,1,37,30,46,27
Attila Szalai,HUN,"Freiburg, Hoffenheim",German Bundesliga,CB,Defender,26,391,1,55,73,40,29
Aurele Amenda,SUI,Young Boys,"UEFA Champions League, UEFA Europa League",CB,Defender,20,494,1,43,26,27,64
Aurélien Pelon,FRA,Lorient,French Ligue 1,CB,Defender,19,90,1,29,17,30,27
Aurélien Tchouaméni,FRA,Real Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,24,2590,1,63,49,38,62
Aurélio Buta,POR,Eint Frankfurt,"German Bundesliga, UEFA Europa Conference League",WB,Midfielder,27,2056,1,57,59,66,71
Auston Trusty,USA,Sheffield Utd,English Premier League,CB,Defender,25,2572,1,35,35,34,57
Avishay Cohen,ISR,Maccabi Tel Aviv,UEFA Europa Conference League,RB,Defender,28,432,1,57,71,86,59
Axel Camblan,FRA,Brest,French Ligue 1,LW,Forward,20,90,1,16,18,73,53
Axel Disasi,FRA,Chelsea,English Premier League,CB,Defender,26,2579,1,49,50,55,52
Axel Gueguin,FRA,Montpellier,French Ligue 1,AM,Defender,18,132,1,44,57,71,64
Axel Guessand,FRA,Udinese,Italian Serie A,CB,Defender,18,45,1,33,23,38,65
Axel Witsel,BEL,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,35,3668,1,58,27,35,45
Ayanda Sishuba,BEL,Lens,French Ligue 1,AM,Forward,19,62,1,51,22,96,44
Ayase Ueda,JPN,Feyenoord,"UEFA Champions League, UEFA Europa League",AM,Forward,25,256,1,39,30,37,50
Ayman Aourir,GER,Leverkusen,UEFA Europa League,DM,Midfielder,19,3,1,27,12,21,6
Ayman El Wafi,MAR,Lugano,UEFA Europa Conference League,CB,Defender,19,16,1,29,16,40,49
Ayman Kari,FRA,Lorient,French Ligue 1,AM,Forward,19,893,1,48,62,58,69
Aymen Barkok,MAR,Mainz 05,German Bundesliga,AM,Forward,25,321,1,62,67,61,79
Aymeric Laporte,ESP,Manchester City,English Premier League,CB,Defender,29,12,1,51,16,9,10
Ayoub El Kaabi,MAR,Olympiacos,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,30,1275,1,73,28,20,49
Ayoze Pérez,ESP,Betis,"Spanish La Liga, UEFA Europa League",LW,Forward,30,2579,1,75,58,73,69
Aytuğ Kömeç,TUR,Beşiktaş,UEFA Europa Conference League,CB,Defender,19,8,1,29,16,9,4
Ayyoub Bouaddi,FRA,Lille,"French Ligue 1, UEFA Europa Conference League",DM,Midfielder,16,582,1,35,48,43,37
Azor Matusiwa,NED,"Reims, Rennes","French Ligue 1, UEFA Europa League",CM,Midfielder,26,2287,1,55,46,42,76
Azzedine Ounahi,MAR,Marseille,"French Ligue 1, UEFA Europa League",CM,Midfielder,24,1841,1,72,72,70,30
Aïman Maurer,MAR,Clermont Foot,French Ligue 1,AM,Forward,19,56,1,37,21,75,46
Aïssa Laïdouni,TUN,Union Berlin,"German Bundesliga, UEFA Champions League",CM,Midfielder,27,1347,1,43,73,67,48
Aïssa Mandi,ALG,Villarreal,"Spanish La Liga, UEFA Europa League",CB,Defender,32,1518,1,70,55,33,33
Baba Rahman,GHA,PAOK,UEFA Europa Conference League,LB,Defender,29,672,1,82,80,89,43
Badavi Huseynov,AZE,Qarabağ,UEFA Europa League,CB,Defender,32,570,1,32,29,12,43
Badredine Bouanani,ALG,"Lorient, Nice",French Ligue 1,AM,Forward,19,604,1,56,76,82,52
Bafodé Diakité,FRA,Lille,"French Ligue 1, UEFA Europa Conference League",CB,Defender,23,2117,1,84,56,53,59
Bajram Jashanica,KVX,KF Ballkani Therandë,UEFA Europa Conference League,CB,Defender,33,540,1,25,34,23,71
Baktiyor Zainutdinov,KAZ,Beşiktaş,UEFA Europa Conference League,LB,Defender,25,270,1,40,57,78,34
Bamba Dieng,SEN,Lorient,French Ligue 1,AM,Forward,24,549,1,80,49,29,56
Bambasé Conté,GER,Hoffenheim,German Bundesliga,AM,Forward,20,48,1,22,49,88,73
Bamo Meïté,CIV,"Lorient, Marseille","French Ligue 1, UEFA Europa League",CB,Defender,22,1089,1,24,32,55,68
Baptiste Santamaria,FRA,Rennes,"French Ligue 1, UEFA Europa League",CM,Midfielder,29,2284,1,38,53,41,76
Barnabás Varga,HUN,Ferencváros,UEFA Europa Conference League,AM,Forward,30,368,1,57,36,27,51
Bart Nieuwkoop,NED,Feyenoord,"UEFA Champions League, UEFA Europa League",RB,Defender,27,228,1,45,34,63,50
Bart Schenkeveld,NED,Panathinaikos,UEFA Europa League,CB,Defender,32,540,1,31,24,18,40
Bartol Franjić,CRO,Darmstadt 98,German Bundesliga,CM,Midfielder,24,1229,1,27,32,34,52
Bartosz Bereszyński,POL,Empoli,Italian Serie A,CB,Defender,31,1762,1,43,52,52,58
Bartosz Kapustka,POL,Legia Warsaw,UEFA Europa Conference League,RW,Forward,27,94,1,37,34,28,54
Bartosz Nowak,POL,Raków,UEFA Europa League,LW,Forward,30,194,1,31,64,50,21
Bartosz Slisz,POL,Legia Warsaw,UEFA Europa Conference League,CM,Midfielder,24,462,1,38,32,49,65
Barış Alper Yılmaz,TUR,Galatasaray,"UEFA Champions League, UEFA Europa League",RW,Forward,23,307,1,32,46,59,74
Bassirou Ndiaye,SEN,Lorient,French Ligue 1,AM,Forward,21,152,1,26,31,26,72
Bastien Meupiyou,FRA,Nantes,French Ligue 1,CB,Defender,17,8,1,29,16,9,7
Bebé,CPV,Rayo Vallecano,Spanish La Liga,LM,Midfielder,33,212,1,94,65,95,21
Becir Omeragic,SUI,Montpellier,French Ligue 1,CB,Defender,22,2312,1,39,38,47,49
Ben Brereton,CHI,"Sheffield Utd, Villarreal","English Premier League, Spanish La Liga, UEFA Europa League",AM,Forward,25,1593,1,59,52,60,40
Ben Chilwell,ENG,Chelsea,English Premier League,LB,Defender,27,756,1,53,75,82,46
Ben Davies,ENG,Rangers,UEFA Europa League,CB,Defender,28,540,1,34,37,33,63
Ben Davies,WAL,Tottenham,English Premier League,CB,Defender,31,1090,1,55,60,59,68
Ben Doak,SCO,Liverpool,"English Premier League, UEFA Europa League",RW,Forward,18,181,1,31,15,63,24
Ben Godfrey,ENG,Everton,English Premier League,RB,Defender,26,1120,1,43,51,51,68
Ben Johnson,ENG,West Ham,"English Premier League, UEFA Europa League",RB,Defender,24,646,1,50,32,83,45
Ben Lederman,POL,Raków,UEFA Europa League,CM,Midfielder,23,87,1,53,50,41,21
Ben Mee,ENG,Brentford,English Premier League,CB,Defender,34,1272,1,74,55,43,61
Ben Osborn,ENG,Sheffield Utd,English Premier League,WB,Midfielder,29,1367,1,31,50,41,25
Ben Parkinson,ENG,Newcastle Utd,English Premier League,AM,Forward,18,25,1,22,13,6,16
Ben White,ENG,Arsenal,"English Premier League, UEFA Champions League",RB,Defender,26,3742,1,83,87,67,41
Bence Sós,HUN,TSC,UEFA Europa League,AM,Forward,29,57,1,38,67,28,92
Bendegúz Bolla,HUN,Servette FC,"UEFA Europa Conference League, UEFA Europa League",LM,Midfielder,24,701,1,49,46,70,62
Benedict Hollerbach,GER,Union Berlin,German Bundesliga,AM,Forward,23,1282,1,65,52,74,58
Benedikt Gimber,GER,Heidenheim,German Bundesliga,CB,Defender,27,2021,1,46,41,31,51
Benicio Boaitey,ENG,Brighton,English Premier League,RW,Forward,20,40,1,38,57,70,15
Benito Ramírez,ESP,Las Palmas,Spanish La Liga,LW,Forward,28,384,1,57,48,60,58
Benjamin André,FRA,Lille,"French Ligue 1, UEFA Europa Conference League",DM,Midfielder,33,3359,1,65,49,52,81
Benjamin Bourigeaud,FRA,Rennes,"French Ligue 1, UEFA Europa League",RM,Midfielder,30,2894,1,84,88,52,29
Benjamin Henrichs,GER,RB Leipzig,"German Bundesliga, UEFA Champions League",RB,Defender,27,3017,1,66,89,82,51
Benjamin Mendy,FRA,Lorient,French Ligue 1,WB,Midfielder,29,711,1,86,84,83,28
Benjamin Nygren,SWE,Nordsjælland,UEFA Europa Conference League,RM,Midfielder,22,366,1,94,65,70,36
Benjamin Pavard,FRA,Inter,"Italian Serie A, UEFA Champions League",CB,Defender,28,2152,1,47,76,57,67
Benjamin Stambouli,FRA,Reims,French Ligue 1,CM,Midfielder,33,286,1,31,61,26,80
Benjamin Tahirovic,BIH,Ajax,"UEFA Europa Conference League, UEFA Europa League",CM,Midfielder,21,507,1,30,21,11,59
Benjamin Tetteh,GHA,Metz,French Ligue 1,AM,Forward,26,278,1,24,33,36,68
Benjamin Šeško,SVN,RB Leipzig,"German Bundesliga, UEFA Champions League",AM,Forward,20,1930,1,79,36,41,50
Bennit Bröger,GER,Wolfsburg,German Bundesliga,LW,Forward,17,11,1,22,13,6,11
Benno Schmitz,GER,Köln,German Bundesliga,RB,Defender,29,1155,1,57,78,72,42
Benoît Badiashile,FRA,Chelsea,English Premier League,CB,Defender,23,1338,1,44,60,26,60
Benson Manuel,ANG,Burnley,English Premier League,RM,Midfielder,27,116,1,67,60,80,34
Berat Djimsiti,ALB,Atalanta,"Italian Serie A, UEFA Europa League",CB,Defender,31,3875,1,50,43,32,61
Berkan Kutlu,TUR,"Galatasaray, Genoa","Italian Serie A, UEFA Europa League",CM,Defender,26,379,1,64,79,58,56
Berkay Vardar,AZE,Sheriff Tiraspol,UEFA Europa League,CM,Midfielder,20,51,1,27,17,18,13
Bernard,BRA,Panathinaikos,UEFA Europa League,AM,Forward,31,446,1,35,72,52,45
Bernard Karrica,ALB,KF Ballkani Therandë,UEFA Europa Conference League,CM,Forward,22,78,1,49,15,39,51
Bernard Tekpetey,GHA,Ludogorets,UEFA Europa Conference League,RW,Forward,26,603,1,44,80,68,80
Bernardo,BRA,Bochum,German Bundesliga,LB,Defender,29,2924,1,59,55,52,82
Bernardo Espinosa,COL,Girona,Spanish La Liga,RB,Defender,34,2,1,29,16,9,72
Bernardo Silva,POR,Manchester City,"English Premier League, UEFA Champions League",RW,Midfielder,29,3112,1,90,89,90,28
Bertrand Traoré,BFA,"Aston Villa, Villarreal","English Premier League, Spanish La Liga, UEFA Europa Conference League",AM,Forward,28,594,1,58,61,77,59
Bertuğ Yıldırım,TUR,Rennes,"French Ligue 1, UEFA Europa League",AM,Forward,21,746,1,38,35,40,65
Beto,GNB,"Everton, Udinese","English Premier League, Italian Serie A",AM,Forward,26,1025,1,51,34,44,55
Beñat Prados,ESP,Athletic Club,Spanish La Liga,DM,Midfielder,23,1449,1,33,49,53,78
Beñat Turrientes,ESP,Real Sociedad,"Spanish La Liga, UEFA Champions League",CM,Midfielder,22,1879,1,38,32,52,37
Bilal Boutobba,FRA,Clermont Foot,French Ligue 1,AM,Forward,25,926,1,47,71,73,74
Bilal Brahimi,ALG,"Brest, Nice",French Ligue 1,LW,Forward,24,232,1,54,74,93,26
Bilal El Khannouss,MAR,Genk,UEFA Europa Conference League,AM,Forward,19,444,1,41,96,52,69
Bilal Nadir,MAR,Marseille,"French Ligue 1, UEFA Europa League",AM,Midfielder,20,116,1,28,46,85,62
Billy Gilmour,SCO,Brighton,"English Premier League, UEFA Europa League",DM,Midfielder,22,2715,1,42,68,49,26
Birger Meling,NOR,"FC Copenhagen, Rennes","French Ligue 1, UEFA Champions League",LB,Defender,29,209,1,55,76,73,66
Bjorn Meijer,NED,Club Brugge,UEFA Europa Conference League,LB,Defender,21,543,1,48,75,82,45
Blaž Kramer,SVN,Legia Warsaw,UEFA Europa Conference League,AM,Forward,27,219,1,71,14,12,54
Bleart Tolaj,KVX,KF Ballkani Therandë,UEFA Europa Conference League,AM,Forward,23,108,1,21,47,31,80
Bobby Clark,ENG,Liverpool,"English Premier League, UEFA Europa League",LM,Midfielder,19,187,1,93,60,70,51
Bobby De Cordova-Reid,JAM,Fulham,English Premier League,RW,Forward,31,1423,1,59,54,44,58
Bogdan Racovitan,ROU,Raków,UEFA Europa League,CB,Defender,23,371,1,40,36,22,66
